Date / Time	Level (ft)	Velocity (fps)	Flow (gpm)	Temperature (°C)
12/8/2013 4:00 AM	1.31	17.98	13189.21	11.0
12/8/2013 4:15 AM	1.31	18.01	13228.62	11.1
12/8/2013 4:30 AM	1.31	18.01	13221.33	11.0
12/8/2013 4:45 AM	1.30	17.92	13114.33	11.0
12/8/2013 5:00 AM	1.38	19.30	14720.57	11.0
12/8/2013 5:15 AM	1.31	17.95	13148.86	11.1
12/8/2013 5:30 AM	1.31	18.04	13257.83	11.0
12/8/2013 5:45 AM	1.30	17.78	12956.74	11.1
12/8/2013 6:00 AM	1.33	18.36	13625.89	11.0
12/8/2013 6:15 AM	1.34	18.51	13802.66	11.0
12/8/2013 6:30 AM	1.32	18.16	13403.04	11.0
12/8/2013 6:45 AM	1.35	18.87	14223.97	11.0
12/8/2013 7:00 AM	1.35	18.69	14014.22	11.1
12/8/2013 7:15 AM	1.31	18.01	13222.44	11.0
12/8/2013 7:30 AM	1.34	18.52	13817.95	11.1
12/8/2013 7:45 AM	1.33	18.45	13740.68	11.1
12/8/2013 8:00 AM	1.32	18.28	13537.90	11.1
12/8/2013 8:15 AM	1.32	18.22	13473.29	11.0
12/8/2013 8:30 AM	1.35	18.79	14128.60	11.0
12/8/2013 8:45 AM	1.36	18.92	14287.77	11.0
12/8/2013 9:00 AM	1.38	19.28	14707.52	11.1
12/8/2013 9:15 AM	1.33	18.39	13661.50	11.1
12/8/2013 9:30 AM	1.33	18.44	13723.49	11.1
12/8/2013 9:45 AM	1.35	18.83	14185.84	11.1
12/8/2013 10:00 AM	1.35	18.77	14111.05	11.1
12/8/2013 10:15 AM	1.35	18.83	14185.23	11.1
12/8/2013 10:30 AM	1.35	18.71	14043.54	11.1
12/8/2013 10:45 AM	1.34	18.57	13878.49	11.1
12/8/2013 11:00 AM	1.36	18.87	14235.74	11.1
12/8/2013 11:15 AM	1.36	18.90	14264.22	11.1
12/8/2013 11:30 AM	1.39	19.48	14943.01	11.1
12/8/2013 11:45 AM	1.40	19.73	15228.52	11.1
12/8/2013 12:00 PM	1.35	18.82	14179.20	11.1
12/8/2013 12:15 PM	1.35	18.69	14023.66	11.1
12/8/2013 12:30 PM	1.38	19.32	14756.61	11.1
12/8/2013 12:45 PM	1.36	19.02	14409.90	11.1
12/8/2013 1:00 PM	1.36	18.86	14221.59	11.1
12/8/2013 1:15 PM	1.36	18.87	14241.07	11.1
12/8/2013 1:30 PM	1.37	19.04	14436.65	11.1
12/8/2013 1:45 PM	1.39	19.42	14877.92	11.1
12/8/2013 2:00 PM	1.37	19.04	14430.75	11.1
12/8/2013 2:15 PM	1.37	19.15	14560.56	11.1
12/8/2013 2:30 PM	1.38	19.34	14788.78	11.1
12/8/2013 2:45 PM	1.40	19.65	15137.75	11.1
12/8/2013 3:00 PM	1.36	19.00	14388.46	11.1
12/8/2013 3:15 PM	1.39	19.44	14896.61	11.1
12/8/2013 3:30 PM	1.38	19.34	14782.02	11.2
12/8/2013 3:45 PM	1.38	19.31	14753.91	11.2
12/8/2013 4:00 PM	1.38	19.24	14672.60	11.1
12/8/2013 4:15 PM	1.39	19.39	14846.99	11.1
12/8/2013 4:30 PM	1.40	19.56	15044.61	11.1
12/8/2013 4:45 PM	1.39	19.53	15008.84	11.1
12/8/2013 5:00 PM	1.38	19.28	14719.58	11.1
12/8/2013 5:15 PM	1.41	19.79	15301.42	11.1
12/8/2013 5:30 PM	1.41	19.75	15252.77	11.1
12/8/2013 5:45 PM	1.40	19.57	15052.55	11.1
12/8/2013 6:00 PM	1.41	19.75	15252.75	11.1
12/8/2013 6:15 PM	1.40	19.57	15055.92	11.1
12/8/2013 6:30 PM	1.39	19.52	14996.74	11.2
12/8/2013 6:45 PM	1.39	19.49	14964.57	11.2
12/8/2013 7:00 PM	1.40	19.62	15111.09	11.1
12/8/2013 7:15 PM	1.41	19.80	15317.38	11.1
12/8/2013 7:30 PM	1.40	19.59	15072.41	11.1
12/8/2013 7:45 PM	1.39	19.48	14948.39	11.2
12/8/2013 8:00 PM	1.41	19.87	15392.36	11.2
12/8/2013 8:15 PM	1.42	20.01	15553.68	11.2
12/8/2013 8:30 PM	1.42	19.91	15440.87	11.2
12/8/2013 8:45 PM	1.42	19.90	15428.43	11.2
12/8/2013 9:00 PM	1.40	19.58	15061.19	11.2
12/8/2013 9:15 PM	1.41	19.83	15345.85	11.2
12/8/2013 9:30 PM	1.41	19.89	15413.61	11.2
12/8/2013 9:45 PM	1.42	20.02	15561.74	11.2
12/8/2013 10:00 PM	1.41	19.79	15296.79	11.2
12/8/2013 10:15 PM	1.40	19.67	15170.24	11.1
12/8/2013 10:30 PM	1.43	20.21	15775.10	11.2
12/8/2013 10:45 PM	1.43	20.21	15773.73	11.2
12/8/2013 11:00 PM	1.45	20.43	16013.97	11.2
12/8/2013 11:15 PM	1.45	20.46	16052.44	11.2
12/8/2013 11:30 PM	1.43	20.09	15642.83	11.2
12/8/2013 11:45 PM	1.44	20.30	15873.53	11.2
12/9/2013 12:00 AM	1.43	20.18	15740.55	11.2
12/9/2013 12:15 AM	1.44	20.35	15934.44	11.2
12/9/2013 12:30 AM	1.42	19.96	15495.70	11.2
12/9/2013 12:45 AM	1.43	20.19	15752.45	11.2
12/9/2013 1:00 AM	1.42	19.97	15509.90	11.2
12/9/2013 1:15 AM	1.42	19.93	15460.87	11.2
12/9/2013 1:30 AM	1.41	19.74	15249.10	11.2
12/9/2013 1:45 AM	1.40	19.63	15120.89	11.2
12/9/2013 2:00 AM	1.40	19.68	15177.61	11.2
12/9/2013 2:15 AM	1.39	19.54	15013.59	11.2
12/9/2013 2:30 AM	1.40	19.65	15145.00	11.2
12/9/2013 2:45 AM	1.40	19.68	15171.42	11.2
12/9/2013 3:00 AM	1.40	19.61	15094.77	11.2
12/9/2013 3:15 AM	1.41	19.77	15279.70	11.2
12/9/2013 3:30 AM	1.41	19.75	15254.40	11.2
12/9/2013 3:45 AM	1.41	19.83	15346.96	11.2
12/9/2013 4:00 AM	1.41	19.77	15274.37	11.2
12/9/2013 4:15 AM	1.40	19.67	15156.58	11.2
12/9/2013 4:30 AM	1.41	19.75	15247.46	11.2
12/9/2013 4:45 AM	1.41	19.89	15405.98	11.2
12/9/2013 5:00 AM	1.41	19.89	15407.83	11.2
12/9/2013 5:15 AM	1.41	19.83	15343.45	11.2
12/9/2013 5:30 AM	1.41	19.85	15367.27	11.2
12/9/2013 5:45 AM	1.41	19.89	15413.42	11.2
12/9/2013 6:00 AM	1.41	19.86	15380.36	11.2
12/9/2013 6:15 AM	1.41	19.91	15427.57	11.2
12/9/2013 6:30 AM	1.41	19.90	15426.66	11.2
12/9/2013 6:45 AM	1.41	19.88	15399.24	11.2
12/9/2013 7:00 AM	1.41	19.90	15422.62	11.2
12/9/2013 7:15 AM	1.42	20.05	15588.29	11.2
12/9/2013 7:30 AM	1.42	20.04	15581.54	11.3
12/9/2013 7:45 AM	1.42	20.06	15599.90	11.2
12/9/2013 8:00 AM	1.43	20.13	15676.35	11.2
12/9/2013 8:15 AM	1.42	20.06	15599.62	11.2
12/9/2013 8:30 AM	1.42	20.01	15542.20	11.2
12/9/2013 8:45 AM	1.42	20.02	15557.69	11.2
12/9/2013 9:00 AM	1.43	20.20	15760.39	11.2
12/9/2013 9:15 AM	1.44	20.30	15870.39	11.3
12/9/2013 9:30 AM	1.43	20.26	15824.42	11.3
12/9/2013 9:45 AM	1.44	20.37	15944.57	11.2
12/9/2013 10:00 AM	1.44	20.28	15846.08	11.2
12/9/2013 10:15 AM	1.45	20.44	16024.35	11.2
12/9/2013 10:30 AM	1.44	20.43	16005.92	11.2
12/9/2013 10:45 AM	1.44	20.40	15979.84	11.2
12/9/2013 11:00 AM	1.44	20.31	15873.76	11.3
12/9/2013 11:15 AM	1.44	20.34	15913.08	11.2
12/9/2013 11:30 AM	1.44	20.33	15903.33	11.2
12/9/2013 11:45 AM	1.44	20.42	15996.54	11.2
12/9/2013 12:00 PM	1.44	20.39	15963.59	11.2
12/9/2013 12:15 PM	1.44	20.35	15915.77	11.3
12/9/2013 12:30 PM	1.46	20.64	16236.15	11.2
12/9/2013 12:45 PM	1.45	20.50	16080.09	11.3
12/9/2013 1:00 PM	1.46	20.64	16231.75	11.2
12/9/2013 1:15 PM	1.45	20.56	16144.75	11.2
12/9/2013 1:30 PM	1.45	20.62	16214.62	11.3
12/9/2013 1:45 PM	1.45	20.58	16167.36	11.3
12/9/2013 2:00 PM	1.48	21.01	16611.07	11.3
12/9/2013 2:15 PM	1.46	20.73	16324.72	11.2
12/9/2013 2:30 PM	1.46	20.65	16237.23	11.2
12/9/2013 2:45 PM	1.46	20.66	16255.33	11.3
12/9/2013 3:00 PM	1.46	20.63	16220.15	11.2
12/9/2013 3:15 PM	1.46	20.66	16258.12	11.3
12/9/2013 3:30 PM	1.46	20.77	16369.90	11.3
12/9/2013 3:45 PM	1.46	20.65	16245.90	11.3
12/9/2013 4:00 PM	1.46	20.69	16280.20	11.2
12/9/2013 4:15 PM	1.47	20.80	16398.30	11.3
12/9/2013 4:30 PM	1.46	20.72	16315.16	11.3
12/9/2013 4:45 PM	1.45	20.60	16188.83	11.3
12/9/2013 5:00 PM	1.46	20.66	16249.72	11.2
12/9/2013 5:15 PM	1.46	20.65	16247.27	11.3
12/9/2013 5:30 PM	1.46	20.66	16255.32	11.3
12/9/2013 5:45 PM	1.47	20.86	16459.18	11.3
12/9/2013 6:00 PM	1.48	20.96	16564.40	11.2
12/9/2013 6:15 PM	1.46	20.69	16283.24	11.2
12/9/2013 6:30 PM	1.45	20.59	16181.45	11.3
12/9/2013 6:45 PM	1.47	20.79	16393.23	11.3
12/9/2013 7:00 PM	1.46	20.70	16295.18	11.2
12/9/2013 7:15 PM	1.46	20.76	16355.18	11.2
12/9/2013 7:30 PM	1.45	20.60	16184.88	11.2
12/9/2013 7:45 PM	1.45	20.54	16122.65	11.2
12/9/2013 8:00 PM	1.45	20.62	16208.92	11.2
12/9/2013 8:15 PM	1.46	20.68	16272.80	11.3
12/9/2013 8:30 PM	1.45	20.54	16119.31	11.3
12/9/2013 8:45 PM	1.44	20.44	16021.13	11.2
12/9/2013 9:00 PM	1.45	20.52	16102.15	11.3
12/9/2013 9:15 PM	1.44	20.39	15962.54	11.3
12/9/2013 9:30 PM	1.46	20.62	16209.50	11.3
12/9/2013 9:45 PM	1.45	20.61	16203.99	11.2
12/9/2013 10:00 PM	1.45	20.61	16203.50	11.3
12/9/2013 10:15 PM	1.45	20.54	16123.91	11.3
12/9/2013 10:30 PM	1.45	20.59	16183.77	11.3
12/9/2013 10:45 PM	1.45	20.50	16084.99	11.3
12/9/2013 11:00 PM	1.44	20.45	16027.47	11.2
12/9/2013 11:15 PM	1.45	20.52	16107.95	11.3
12/9/2013 11:30 PM	1.44	20.45	16026.52	11.2
12/9/2013 11:45 PM	1.45	20.55	16138.71	11.3
12/10/2013 12:00 AM	1.45	20.58	16173.15	11.3
12/10/2013 12:15 AM	1.45	20.58	16164.10	11.3
12/10/2013 12:30 AM	1.45	20.53	16114.97	11.3
12/10/2013 12:45 AM	1.45	20.61	16201.59	11.3
12/10/2013 1:00 AM	1.45	20.58	16165.28	11.2
12/10/2013 1:15 AM	1.45	20.59	16180.82	11.2
12/10/2013 1:30 AM	1.46	20.65	16240.03	11.3
12/10/2013 1:45 AM	1.46	20.69	16288.80	11.3
12/10/2013 2:00 AM	1.45	20.60	16193.59	11.3
12/10/2013 2:15 AM	1.46	20.67	16263.21	11.3
12/10/2013 2:30 AM	1.46	20.79	16388.77	11.3
12/10/2013 2:45 AM	1.47	20.79	16390.89	11.3
12/10/2013 3:00 AM	1.46	20.76	16360.26	11.3
12/10/2013 3:15 AM	1.47	20.82	16425.13	11.3
12/10/2013 3:30 AM	1.47	20.79	16393.90	11.3
12/10/2013 3:45 AM	1.47	20.84	16444.10	11.3
12/10/2013 4:00 AM	1.48	21.04	16650.12	11.3
12/10/2013 4:15 AM	1.46	20.76	16356.47	11.2
12/10/2013 4:30 AM	1.48	21.06	16667.65	11.2
12/10/2013 4:45 AM	1.47	20.91	16514.81	11.2
12/10/2013 5:00 AM	1.48	21.01	16618.51	11.2
12/10/2013 5:15 AM	1.48	21.02	16623.56	11.2
12/10/2013 5:30 AM	1.48	20.99	16602.83	11.3
12/10/2013 5:45 AM	1.48	20.95	16556.84	11.3
12/10/2013 6:00 AM	1.47	20.92	16524.35	11.3
12/10/2013 6:15 AM	1.48	21.02	16624.79	11.3
12/10/2013 6:30 AM	1.48	20.95	16553.25	11.3
12/10/2013 6:45 AM	1.48	21.00	16608.55	11.3
12/10/2013 7:00 AM	1.49	21.11	16715.44	11.3
12/10/2013 7:15 AM	1.48	21.07	16674.99	11.3
12/10/2013 7:30 AM	1.48	21.11	16712.33	11.3
12/10/2013 7:45 AM	1.48	21.04	16650.80	11.3
12/10/2013 8:00 AM	1.48	21.08	16682.29	11.3
12/10/2013 8:15 AM	1.48	21.08	16686.22	11.3
12/10/2013 8:30 AM	1.49	21.27	16866.75	11.3
12/10/2013 8:45 AM	1.49	21.13	16733.81	11.3
12/10/2013 9:00 AM	1.50	21.28	16875.44	11.3
12/10/2013 9:15 AM	1.50	21.44	17002.35	11.3
12/10/2013 9:30 AM	1.50	21.29	16885.95	11.2
12/10/2013 9:45 AM	1.50	21.30	16892.26	11.3
12/10/2013 10:00 AM	1.48	21.03	16633.73	11.3
12/10/2013 10:15 AM	1.49	21.22	16820.87	11.3
12/10/2013 10:30 AM	1.49	21.21	16809.46	11.2
12/10/2013 10:45 AM	1.48	21.07	16676.35	11.3
12/10/2013 11:00 AM	1.49	21.13	16734.76	11.3
12/10/2013 11:15 AM	1.48	21.10	16705.83	11.3
12/10/2013 11:30 AM	1.49	21.18	16783.08	11.3
12/10/2013 11:45 AM	1.48	21.08	16677.89	11.3
12/10/2013 12:00 PM	1.49	21.18	16778.71	11.2
12/10/2013 12:15 PM	1.48	21.07	16676.94	11.3
12/10/2013 12:30 PM	1.49	21.16	16763.17	11.3
12/10/2013 12:45 PM	1.48	21.04	16644.97	11.3
12/10/2013 1:00 PM	1.49	21.22	16820.26	11.3
12/10/2013 1:15 PM	1.49	21.26	16851.61	11.3
12/10/2013 1:30 PM	1.49	21.23	16821.84	11.3
12/10/2013 1:45 PM	1.48	21.10	16701.81	11.3
12/10/2013 2:00 PM	1.49	21.22	16813.18	11.3
12/10/2013 2:15 PM	1.48	21.07	16666.10	11.3
12/10/2013 2:30 PM	1.49	21.14	16742.32	11.2
12/10/2013 2:45 PM	1.48	21.11	16715.70	11.3
12/10/2013 3:00 PM	1.49	21.26	16851.81	11.2
12/10/2013 3:15 PM	1.49	21.23	16822.89	11.3
12/10/2013 3:30 PM	1.49	21.29	16876.64	11.3
12/10/2013 3:45 PM	1.49	21.28	16870.97	11.2
12/10/2013 4:00 PM	1.48	21.13	16724.55	11.2
12/10/2013 4:15 PM	1.48	21.13	16730.06	11.3
12/10/2013 4:30 PM	1.47	20.98	16573.66	11.3
12/10/2013 4:45 PM	1.48	21.06	16656.12	11.3
12/10/2013 5:00 PM	1.49	21.17	16764.13	11.3
12/10/2013 5:15 PM	1.48	21.04	16643.52	11.3
12/10/2013 5:30 PM	1.49	21.15	16750.25	11.3
12/10/2013 5:45 PM	1.48	21.04	16638.31	11.2
12/10/2013 6:00 PM	1.49	21.21	16805.12	11.3
12/10/2013 6:15 PM	1.48	21.10	16693.41	11.2
12/10/2013 6:30 PM	1.49	21.21	16799.51	11.2
12/10/2013 6:45 PM	1.50	21.33	16918.67	11.3
12/10/2013 7:00 PM	1.48	21.16	16751.81	11.3
12/10/2013 7:15 PM	1.50	21.33	16914.42	11.3
12/10/2013 7:30 PM	1.49	21.24	16825.73	11.3
12/10/2013 7:45 PM	1.49	21.28	16864.09	11.3
12/10/2013 8:00 PM	1.49	21.25	16840.57	11.3
12/10/2013 8:15 PM	1.49	21.19	16782.39	11.3
12/10/2013 8:30 PM	1.48	21.15	16742.29	11.3
12/10/2013 8:45 PM	1.49	21.30	16888.30	11.3
12/10/2013 9:00 PM	1.49	21.18	16774.18	11.3
12/10/2013 9:15 PM	1.49	21.22	16807.33	11.3
12/10/2013 9:30 PM	1.48	21.13	16725.40	11.3
12/10/2013 9:45 PM	1.48	21.07	16664.38	11.3
12/10/2013 10:00 PM	1.49	21.21	16800.21	11.3
12/10/2013 10:15 PM	1.48	21.11	16706.25	11.3
12/10/2013 10:30 PM	1.49	21.18	16772.46	11.3
12/10/2013 10:45 PM	1.48	21.05	16644.60	11.3
12/10/2013 11:00 PM	1.48	21.07	16658.82	11.2
12/10/2013 11:15 PM	1.48	21.13	16727.13	11.3
12/10/2013 11:30 PM	1.50	21.34	16920.15	11.3
12/10/2013 11:45 PM	1.48	21.11	16699.93	11.3
12/11/2013 12:00 AM	1.48	21.06	16657.11	11.2
12/11/2013 12:15 AM	1.48	21.15	16744.60	11.3
12/11/2013 12:30 AM	1.47	20.93	16523.39	11.3
12/11/2013 12:45 AM	1.49	21.18	16772.56	11.3
12/11/2013 1:00 AM	1.48	21.13	16720.66	11.3
12/11/2013 1:15 AM	1.47	20.95	16546.73	11.3
12/11/2013 1:30 AM	1.47	20.96	16555.16	11.3
12/11/2013 1:45 AM	1.48	21.10	16696.41	11.3
12/11/2013 2:00 AM	1.48	21.16	16752.23	11.3
12/11/2013 2:15 AM	1.48	21.06	16655.47	11.3
12/11/2013 2:30 AM	1.49	21.19	16785.58	11.3
12/11/2013 2:45 AM	1.48	21.15	16743.20	11.3
12/11/2013 3:00 AM	1.48	21.12	16716.03	11.3
12/11/2013 3:15 AM	1.48	21.06	16649.20	11.3
12/11/2013 3:30 AM	1.49	21.20	16787.33	11.3
12/11/2013 3:45 AM	1.48	21.09	16687.23	11.3
12/11/2013 4:00 AM	1.49	21.20	16794.96	11.3
12/11/2013 4:15 AM	1.48	21.12	16711.44	11.3
12/11/2013 4:30 AM	1.48	21.17	16758.79	11.3
12/11/2013 4:45 AM	1.49	21.20	16793.74	11.3
12/11/2013 5:00 AM	1.48	21.15	16744.56	11.3
12/11/2013 5:15 AM	1.48	21.13	16724.21	11.3
12/11/2013 5:30 AM	1.48	21.09	16683.91	11.3
12/11/2013 5:45 AM	1.48	21.15	16742.97	11.3
12/11/2013 6:00 AM	1.49	21.20	16789.77	11.3
12/11/2013 6:15 AM	1.49	21.19	16778.47	11.3
12/11/2013 6:30 AM	1.49	21.21	16795.75	11.3
12/11/2013 6:45 AM	1.50	21.35	16930.29	11.3
12/11/2013 7:00 AM	1.48	21.15	16738.55	11.3
12/11/2013 7:15 AM	1.49	21.25	16835.62	11.3
12/11/2013 7:30 AM	1.49	21.21	16799.35	11.3
12/11/2013 7:45 AM	1.49	21.28	16868.15	11.3
12/11/2013 8:00 AM	1.48	21.18	16766.11	11.3
12/11/2013 8:15 AM	1.48	21.18	16767.25	11.3
12/11/2013 8:30 AM	1.48	21.11	16706.22	11.3
12/11/2013 8:45 AM	1.48	21.12	16709.60	11.3
12/11/2013 9:00 AM	1.48	21.14	16733.47	11.3
12/11/2013 9:15 AM	1.48	21.15	16742.67	11.3
12/11/2013 9:30 AM	1.48	21.16	16753.15	11.3
12/11/2013 9:45 AM	1.48	21.15	16740.30	11.3
12/11/2013 10:00 AM	1.49	21.22	16803.91	11.3
12/11/2013 10:15 AM	1.48	21.14	16729.19	11.3
12/11/2013 10:30 AM	1.48	21.07	16657.29	11.3
12/11/2013 10:45 AM	1.48	21.15	16742.50	11.3
12/11/2013 11:00 AM	1.49	21.25	16832.60	11.3
12/11/2013 11:15 AM	1.49	21.22	16806.06	11.3
12/11/2013 11:30 AM	1.49	21.20	16788.82	11.3
12/11/2013 11:45 AM	1.49	21.29	16873.28	11.3
12/11/2013 12:00 PM	1.49	21.30	16882.61	11.3
12/11/2013 12:15 PM	1.50	21.45	17009.62	11.3
12/11/2013 12:30 PM	1.49	21.31	16892.86	11.3
12/11/2013 12:45 PM	1.49	21.23	16813.97	11.3
12/11/2013 1:00 PM	1.49	21.27	16855.35	11.3
12/11/2013 1:15 PM	1.48	21.16	16751.54	11.3
12/11/2013 1:30 PM	1.49	21.21	16794.58	11.3
12/11/2013 1:45 PM	1.49	21.27	16855.04	11.3
12/11/2013 2:00 PM	1.48	21.18	16764.54	11.3
12/11/2013 2:15 PM	1.49	21.28	16865.34	11.3
12/11/2013 2:30 PM	1.49	21.26	16846.63	11.3
12/11/2013 2:45 PM	1.50	21.41	16981.72	11.3
12/11/2013 3:00 PM	1.49	21.26	16842.22	11.3
12/11/2013 3:15 PM	1.49	21.21	16794.00	11.3
12/11/2013 3:30 PM	1.49	21.27	16850.12	11.3
12/11/2013 3:45 PM	1.49	21.23	16818.90	11.3
12/11/2013 4:00 PM	1.48	21.12	16711.12	11.3
12/11/2013 4:15 PM	1.49	21.25	16835.52	11.3
12/11/2013 4:30 PM	1.48	21.12	16702.62	11.3
12/11/2013 4:45 PM	1.49	21.25	16832.86	11.3
12/11/2013 5:00 PM	1.49	21.25	16837.70	11.3
12/11/2013 5:15 PM	1.49	21.25	16832.52	11.3
12/11/2013 5:30 PM	1.48	21.19	16779.32	11.3
12/11/2013 5:45 PM	1.49	21.29	16874.23	11.3
12/11/2013 6:00 PM	1.48	21.14	16728.79	11.3
12/11/2013 6:15 PM	1.49	21.23	16810.05	11.3
12/11/2013 6:30 PM	1.48	21.17	16758.43	11.4
12/11/2013 6:45 PM	1.48	21.09	16679.62	11.3
12/11/2013 7:00 PM	1.48	21.15	16734.66	11.4
12/11/2013 7:15 PM	1.48	21.08	16668.56	11.3
12/11/2013 7:30 PM	1.48	21.11	16690.78	11.3
12/11/2013 7:45 PM	1.48	21.09	16676.11	11.3
12/11/2013 8:00 PM	1.48	21.15	16730.11	11.3
12/11/2013 8:15 PM	1.48	21.16	16746.04	11.3
12/11/2013 8:30 PM	1.48	21.16	16744.83	11.3
12/11/2013 8:45 PM	1.49	21.24	16821.36	11.4
12/11/2013 9:00 PM	1.49	21.22	16804.72	11.3
12/11/2013 9:15 PM	1.49	21.22	16806.38	11.3
12/11/2013 9:30 PM	1.48	21.15	16734.87	11.3
12/11/2013 9:45 PM	1.49	21.22	16807.17	11.3
12/11/2013 10:00 PM	1.49	21.28	16858.06	11.3
12/11/2013 10:15 PM	1.49	21.24	16826.35	11.3
12/11/2013 10:30 PM	1.49	21.32	16900.60	11.4
12/11/2013 10:45 PM	1.52	21.76	17258.11	11.3
12/11/2013 11:00 PM	1.52	21.84	17320.27	11.3
12/11/2013 11:15 PM	1.52	21.86	17335.94	11.3
12/11/2013 11:30 PM	1.52	21.80	17289.53	11.3
12/11/2013 11:45 PM	1.52	21.83	17315.76	11.3
12/12/2013 12:00 AM	1.53	21.92	17385.90	11.3
12/12/2013 12:15 AM	1.53	21.90	17371.53	11.3
12/12/2013 12:30 AM	1.54	22.06	17496.98	11.3
12/12/2013 12:45 AM	1.54	22.06	17496.95	11.3
12/12/2013 1:00 AM	1.53	22.02	17462.14	11.3
12/12/2013 1:15 AM	1.55	22.28	17668.82	11.3
12/12/2013 1:30 AM	1.54	22.03	17472.83	11.4
12/12/2013 1:45 AM	1.55	22.17	17586.47	11.3
12/12/2013 2:00 AM	1.55	22.27	17667.04	11.3
12/12/2013 2:15 AM	1.54	22.15	17570.58	11.4
12/12/2013 2:30 AM	1.54	22.14	17562.70	11.4
12/12/2013 2:45 AM	1.54	22.08	17513.88	11.4
12/12/2013 3:00 AM	1.54	22.11	17540.27	11.4
12/12/2013 3:15 AM	1.55	22.29	17680.77	11.3
12/12/2013 3:30 AM	1.56	22.44	17800.76	11.4
12/12/2013 3:45 AM	1.56	22.36	17733.80	11.3
12/12/2013 4:00 AM	1.56	22.35	17726.31	11.4
12/12/2013 4:15 AM	1.56	22.42	17781.37	11.4
12/12/2013 4:30 AM	1.57	22.52	17865.70	11.4
12/12/2013 4:45 AM	1.55	22.26	17653.70	11.3
12/12/2013 5:00 AM	1.56	22.44	17796.32	11.3
12/12/2013 5:15 AM	1.57	22.59	17916.24	11.4
12/12/2013 5:30 AM	1.56	22.44	17797.53	11.3
12/12/2013 5:45 AM	1.57	22.54	17881.23	11.3
12/12/2013 6:00 AM	1.56	22.47	17822.12	11.4
12/12/2013 6:15 AM	1.57	22.49	17839.87	11.4
12/12/2013 6:30 AM	1.57	22.60	17924.15	11.3
12/12/2013 6:45 AM	1.57	22.53	17872.62	11.3
12/12/2013 7:00 AM	1.57	22.53	17870.19	11.3
12/12/2013 7:15 AM	1.56	22.47	17821.03	11.4
12/12/2013 7:30 AM	1.57	22.48	17833.55	11.4
12/12/2013 7:45 AM	1.57	22.50	17848.37	11.3
12/12/2013 8:00 AM	1.58	22.67	17980.11	11.3
12/12/2013 8:15 AM	1.57	22.58	17912.58	11.3
12/12/2013 8:30 AM	1.56	22.45	17802.94	11.4
12/12/2013 8:45 AM	1.58	22.75	18044.60	11.4
12/12/2013 9:00 AM	1.58	22.73	18031.39	11.4
12/12/2013 9:15 AM	1.63	23.46	18606.23	11.3
12/12/2013 9:30 AM	0.80	0.00	0.00	11.4
12/12/2013 9:45 AM				
12/12/2013 10:00 AM				
12/12/2013 10:15 AM				
